ORDER	WELL	IND	Pop	Pop_Nb	Mito	Plate	Q1	Q2	SE
1	A09537_C6	SQ_A09537	SQ	7	ATL	1	0.012761	0.987239	0.016653
2	A09540_E6	SQ_A09540	SQ	7	ATL	1	0.001233	0.998767	0.017628
3	A09544_O24	SQ_A09544	SQ	7	ATL	2	0.052716	0.947284	0.022411
4	A10495_I15	DK_A10495	DK	11	ATL	2	0.00001	0.99999	0.006093
5	A10499_A1	DK_A10499	DK	11	ATL	1	0.00001	0.99999	0.00458
6	A10500_C1	DK_A10500	DK	11	ATL	1	0.015645	0.984355	0.016939
7	A10502_E1	DK_A10502	DK	11	ATL	1	0.00001	0.99999	0
8	A10503_G1	DK_A10503	DK	11	MED	1	0.04036	0.95964	0.022791
9	A10504_K15	DK_A10504	DK	11	ATL	2	0.06134	0.93866	0.019872
10	A10506_I1	DK_A10506	DK	11	ATL	1	0.018713	0.981287	0.015563
11	A10507_K1	DK_A10507	DK	11	ATL	1	0.00001	0.99999	0.006695
12	A10508_M1	DK_A10508	DK	11	ATL	1	0.00001	0.99999	0.008379
13	A10511_M15	DK_A10511	DK	11	ATL	2	0.003933	0.996067	0.01598
14	A10512_O15	DK_A10512	DK	11	ATL	2	0.00001	0.99999	0.007329
15	A10513_O1	DK_A10513	DK	11	ATL	1	0.031175	0.968825	0.024357
16	A10515_A17	DK_A10515	DK	11	ATL	2	0.029107	0.970893	0.014744
17	A10516_A3	DK_A10516	DK	11	ATL	1	0.00001	0.99999	0.003729
18	A10517_C17	DK_A10517	DK	11	ATL	2	0.144607	0.855393	0.042765
19	A10519_E17	DK_A10519	DK	11	ATL	2	0.055168	0.944832	0.027896
20	A10521_C3	DK_A10521	DK	11	ATL	1	0.00001	0.99999	0.002982
21	A10524_G17	DK_A10524	DK	11	ATL	2	0.000826	0.999174	0.015498
22	A10526_I3	DK_A10526	DK	11	ATL	1	0.021393	0.978607	0.013414
23	A10527_B19	NO_A10527	NO	4	ATL	2	0.024723	0.975277	0.021787
24	A10527_K3	DK_A10527	DK	11	ATL	1	0.03881	0.96119	0.013737
25	A10528_I17	DK_A10528	DK	11	ATL	2	0.001394	0.998606	0.009871
26	A10531_M3	DK_A10531	DK	11	ATL	1	0.017594	0.982406	0.014006
27	A10532_O3	DK_A10532	DK	11	ATL	1	0.017956	0.982044	0.01553
28	A10533_K17	DK_A10533	DK	11	MED	2	0.121218	0.878782	0.042807
29	A10536_A5	DK_A10536	DK	11	ATL	1	0.031622	0.968378	0.026018
30	A10538_M17	DK_A10538	DK	11	ATL	2	0.00001	0.99999	0.003753
31	A10541_O17	DK_A10541	DK	11	ATL	2	0.07996	0.92004	0.016493
32	A10543_C5	DK_A10543	DK	11	ATL	1	0.031578	0.968422	0.022143
33	A10545_E5	DK_A10545	DK	11	ATL	1	0.00001	0.99999	0.009025
34	A10550_G5	DK_A10550	DK	11	ATL	1	0.014329	0.985671	0.013671
35	A10551_I5	DK_A10551	DK	11	ATL	1	0.01317	0.98683	0.011989
36	A10552_K5	DK_A10552	DK	11	ATL	1	0.070205	0.929795	0.016421
37	A10553_A19	DK_A10553	DK	11	ATL	2	0.00001	0.99999	0
38	A10555_C19	DK_A10555	DK	11	ATL	2	0.016078	0.983922	0.019392
39	A10558_M5	DK_A10558	DK	11	ATL	1	0.002224	0.997776	0.012804
40	A10562_E19	DK_A10562	DK	11	ATL	2	0.000515	0.999485	0.009745
41	A10567_O5	DK_A10567	DK	11	ATL	1	0.00001	0.99999	0.008949
42	A10569_A7	DK_A10569	DK	11	ATL	1	0.04526	0.95474	0.026942
43	A10572_C7	DK_A10572	DK	11	ATL	1	0.113619	0.886381	0.034814
44	A10573_G19	DK_A10573	DK	11	MED	2	0.042798	0.957202	0.025921
45	A10574_E7	DK_A10574	DK	11	ATL	1	0.00001	0.99999	0.003577
46	A10579_G7	DK_A10579	DK	11	ATL	1	0.00001	0.99999	0.007953
47	A10580_I7	DK_A10580	DK	11	ATL	1	0.00001	0.99999	0.00572
48	A10581_K7	DK_A10581	DK	11	ATL	1	0.016958	0.983042	0.012728
49	A10582_M7	DK_A10582	DK	11	ATL	1	0.00001	0.99999	0.005406
50	A10587_I19	DK_A10587	DK	11	ATL	2	0.00001	0.99999	0.010378
51	A10588_O7	DK_A10588	DK	11	ATL	1	0.108162	0.891838	0.034117
52	A10589_A9	DK_A10589	DK	11	ATL	1	0.00001	0.99999	0
53	A10590_C9	DK_A10590	DK	11	ATL	1	0.00001	0.99999	0.004151
54	A10591_E9	DK_A10591	DK	11	ATL	1	0.028163	0.971837	0.019694
55	A10593_G9	DK_A10593	DK	11	ATL	1	0.00001	0.99999	0.003628
56	A10595_I9	DK_A10595	DK	11	ATL	1	0.007733	0.992267	0.014316
57	A10597_K9	DK_A10597	DK	11	ATL	1	0.00001	0.99999	0.005416
58	A10600_M9	DK_A10600	DK	11	ATL	1	0.019226	0.980774	0.019297
59	A10602_O9	DK_A10602	DK	11	ATL	1	0.0202	0.9798	0.021695
60	A10610_A11	DK_A10610	DK	11	ATL	1	0.031938	0.968062	0.025325
61	A10611_C11	DK_A10611	DK	11	ATL	1	0.00001	0.99999	0.015895
62	A10613_K19	DK_A10613	DK	11	ATL	2	0.083972	0.916028	0.02721
63	A10617_E11	DK_A10617	DK	11	ATL	1	0.007608	0.992392	0.014353
64	A10618_M19	DK_A10618	DK	11	ATL	2	0.038872	0.961128	0.02436
65	A10620_G11	DK_A10620	DK	11	ATL	1	0.00001	0.99999	0.012627
66	A10622_O19	DK_A10622	DK	11	ATL	2	0.022244	0.977756	0.011133
67	A10624_A21	DK_A10624	DK	11	ATL	2	0.00001	0.99999	0.003018
68	A10625_1_E3	DK_A10625_1	DK	11	ATL	1	0.103229	0.896771	0.035979
69	A10625_2_G3	DK_A10625_2	DK	11	ATL	1	0.00001	0.99999	0.01055
70	A10627_I11	DK_A10627	DK	11	ATL	1	0.00001	0.99999	0.004763
71	A10628_C21	DK_A10628	DK	11	ATL	2	0.001954	0.998046	0.008103
72	A10630_K11	DK_A10630	DK	11	ATL	1	0.002734	0.997266	0.011503
73	A10632_M11	DK_A10632	DK	11	ATL	1	0.00001	0.99999	0.005503
74	A10636_O11	DK_A10636	DK	11	ATL	1	0.003868	0.996132	0.009297
75	A10639_A13	DK_A10639	DK	11	ATL	1	0.081504	0.918496	0.047611
76	A10642_2_E21	DK_A10642	DK	11	ATL	2	0.00001	0.99999	0.006922
77	A10642_D19	NO_A10642	NO	4	ATL	2	0.100114	0.899886	0.048312
78	A10644_G21	DK_A10644	DK	11	ATL	2	0.018758	0.981242	0.020954
79	A10647_C13	DK_A10647	DK	11	ATL	1	0.00001	0.99999	0.012873
80	A10650_E13	DK_A10650	DK	11	ATL	1	0.01602	0.98398	0.01862
81	A10652_G6	SQ_A10652	SQ	7	ATL	1	0.132024	0.867976	0.027816
82	A10668_I6	SQ_A10668	SQ	7	ATL	1	0.052611	0.947389	0.031557
83	A10669_K6	SQ_A10669	SQ	7	MED	1	0.033259	0.966741	0.029648
84	A10670_B1	SQ_A10670	SQ	7	ATL	2	0.052284	0.947716	0.026801
85	A10671_L19	NO_A10671	NO	4	ATL	1	0.065678	0.934322	0.031512
86	A10672_M6	SQ_A10672	SQ	7	ATL	1	0.046731	0.953269	0.026311
87	A10679_O6	SQ_A10679	SQ	7	ATL	1	0.01523	0.98477	0.017707
88	A10680_D1	SQ_A10680	SQ	7	ATL	2	0.096721	0.903279	0.030258
89	A10682_A8	SQ_A10682	SQ	7	ATL	1	0.00001	0.99999	0.004511
90	A10684_F1	SQ_A10684	SQ	7	ATL	2	0.211044	0.788956	0.043227
91	A10686_C8	SQ_A10686	SQ	7	MED	1	0.036396	0.963604	0.037258
92	A10688_H1	SQ_A10688	SQ	7	ATL	2	0.118828	0.881172	0.041209
93	A10689_E8	SQ_A10689	SQ	7	ATL	1	0.070301	0.929699	0.036384
94	A10690_G8	SQ_A10690	SQ	7	ATL	1	0.053876	0.946124	0.023409
95	A10691_F19	NO_A10691	NO	4	ATL	2	0.263764	0.736236	0.036305
96	A10691_I8	SQ_A10691	SQ	7	ATL	1	0.15384	0.84616	0.034604
97	A10696_K8	SQ_A10696	SQ	7	ATL	1	0.020319	0.979681	0.02372
98	A10699_M8	SQ_A10699	SQ	7	ATL	1	0.061316	0.938684	0.02619
99	A10700_O8	SQ_A10700	SQ	7	ATL	1	0.101184	0.898816	0.036208
100	A10701_A10	SQ_A10701	SQ	7	ATL	1	0.130211	0.869789	0.027758
101	A10706_C10	SQ_A10706	SQ	7	ATL	1	0.038082	0.961918	0.026453
102	A10707_J1	SQ_A10707	SQ	7	ATL	2	0.006982	0.993018	0.019959
103	A10712_E10	SQ_A10712	SQ	7	ATL	1	0.072889	0.927111	0.029543
104	A10713_G10	SQ_A10713	SQ	7	ATL	1	0.081726	0.918274	0.037517
105	A10715_I10	SQ_A10715	SQ	7	ATL	1	0.209297	0.790703	0.028265
106	A10716_K10	SQ_A10716	SQ	7	ATL	1	0.148543	0.851457	0.060213
107	A10717_L1	SQ_A10717	SQ	7	ATL	2	0.088939	0.911061	0.021473
108	A10718_N1	SQ_A10718	SQ	7	ATL	2	0.08688	0.91312	0.033636
109	A10719_P1	SQ_A10719	SQ	7	ATL	2	0.019288	0.980712	0.016886
110	A10720_N19	NO_A10720	NO	4	ATL	1	0.132353	0.867647	0.034395
111	A10722_M10	SQ_A10722	SQ	7	ATL	1	0.301609	0.698391	0.038093
112	A10723_B3	SQ_A10723	SQ	7	ATL	2	0.04668	0.95332	0.029299
113	A10724_O10	SQ_A10724	SQ	7	ATL	1	0.016726	0.983274	0.028233
114	A10726_D3	SQ_A10726	SQ	7	ATL	2	0.057446	0.942554	0.031068
115	A10729_A12	SQ_A10729	SQ	7	ATL	1	0.190624	0.809376	0.04207
116	A10730_B7	SQ_A10730	SQ	7	ATL	2	0.117802	0.882198	0.032664
117	A10731_C12	SQ_A10731	SQ	7	ATL	1	0.035943	0.964057	0.023657
118	A10732_E12	SQ_A10732	SQ	7	ATL	1	0.264372	0.735628	0.027404
119	A10733_1_F3	SQ_A10733_1	SQ	7	ATL	2	0.066688	0.933312	0.02691
120	A10733_2_H3	SQ_A10733_2	SQ	7	ATL	2	0.062931	0.937069	0.029549
121	A10740_G12	SQ_A10740	SQ	7	MED	1	0.069063	0.930937	0.020184
122	A10742_J3	SQ_A10742	SQ	7	ATL	2	0.054235	0.945765	0.024243
123	A10743_I12	SQ_A10743	SQ	7	MED	1	0.034646	0.965354	0.029067
124	A10744_L3	SQ_A10744	SQ	7	MED	2	0.074634	0.925366	0.032086
125	A10748_K12	SQ_A10748	SQ	7	MED	1	0.044304	0.955696	0.03326
126	A10750_M12	SQ_A10750	SQ	7	ATL	1	0.079773	0.920227	0.025256
127	A10752_N3	SQ_A10752	SQ	7	MED	2	0.34391	0.65609	0.048741
128	A10753_O12	SQ_A10753	SQ	7	ATL	1	0.124338	0.875662	0.040225
129	A10756_P3	SQ_A10756	SQ	7	ATL	2	0.007729	0.992271	0.013618
130	A10758_B5	SQ_A10758	SQ	7	ATL	2	0.062139	0.937861	0.037425
131	A10759_D5	SQ_A10759	SQ	7	ATL	2	0.170852	0.829148	0.040213
132	A10760_F5	SQ_A10760	SQ	7	ATL	2	0.125224	0.874776	0.034374
133	A10761_D7	SQ_A10761	SQ	7	ATL	2	0.058989	0.941011	0.019015
134	A10762_H5	SQ_A10762	SQ	7	ATL	2	0.073428	0.926572	0.021935
135	A10763_A14	SQ_A10763	SQ	7	ATL	1	0.097982	0.902018	0.026574
136	A10766_C14	SQ_A10766	SQ	7	ATL	1	0.091414	0.908586	0.023246
137	A10767_J5	SQ_A10767	SQ	7	ATL	2	0.096836	0.903164	0.037222
138	A10767_P19	NO_A10767	NO	4	MED	1	0.172261	0.827739	0.035441
139	A10770_E14	SQ_A10770	SQ	7	ATL	1	0.00001	0.99999	0.015257
140	A10772_L5	SQ_A10772	SQ	7	ATL	2	0.02819	0.97181	0.021614
141	A10773_G14	SQ_A10773	SQ	7	ATL	1	0.007649	0.992351	0.019164
142	A10774_I14	SQ_A10774	SQ	7	ATL	1	0.053533	0.946467	0.015551
143	A10775_K14	SQ_A10775	SQ	7	ATL	1	0.036455	0.963545	0.024638
144	A10778_N5	SQ_A10778	SQ	7	ATL	2	0.186456	0.813544	0.033587
145	A10780_M14	SQ_A10780	SQ	7	ATL	1	0.026908	0.973092	0.021237
146	A10782_O14	SQ_A10782	SQ	7	ATL	1	0.16757	0.83243	0.02987
147	A10783_A16	SQ_A10783	SQ	7	ATL	1	0.078812	0.921188	0.034278
148	A10786_C16	SQ_A10786	SQ	7	ATL	1	0.108088	0.891912	0.014506
149	A10788_H19	NO_A10788	NO	4	ATL	2	0.045636	0.954364	0.011499
150	A10790_E16	SQ_A10790	SQ	7	ATL	1	0.081452	0.918548	0.039245
151	A10792_P5	SQ_A10792	SQ	7	ATL	2	0.063187	0.936813	0.031286
152	A10793_G16	SQ_A10793	SQ	7	ATL	1	0.180641	0.819359	0.030079
153	A10795_I16	SQ_A10795	SQ	7	ATL	1	0.083201	0.916799	0.025025
154	A10800_K16	SQ_A10800	SQ	7	ATL	1	0.055208	0.944792	0.024489
155	A10810_M16	SQ_A10810	SQ	7	ATL	1	0.002774	0.997226	0.020501
156	A10999_D14	CB_A10999	CB	2	ATL	1	0.078982	0.921018	0.01981
157	A11001_F14	CB_A11001	CB	2	ATL	1	0.131829	0.868171	0.027252
158	A11002_H14	CB_A11002	CB	2	MED	1	0.084914	0.915086	0.02977
159	A11004_J14	CB_A11004	CB	2	ATL	1	0.158795	0.841205	0.060157
160	A11005_D18	CB_A11005	CB	2	ATL	2	0.179848	0.820152	0.032746
161	A11007_L14	CB_A11007	CB	2	MED	1	0.103508	0.896492	0.025621
162	A11008_N14	CB_A11008	CB	2	ATL	1	0.178739	0.821261	0.027078
163	A11009_P14	CB_A11009	CB	2	ATL	1	0.105601	0.894399	0.033383
164	A11017_F18	CB_A11017	CB	2	ATL	2	0.100967	0.899033	0.034006
165	A11021_B16	CB_A11021	CB	2	ATL	1	0.212594	0.787406	0.028124
166	A11022_1_H18	CB_A11022_1	CB	2	ATL	2	0.037245	0.962755	0.012361
167	A11022_2_J18	CB_A11022_2	CB	2	MED	2	0.065662	0.934338	0.026691
168	A11024_D16	CB_A11024	CB	2	ATL	1	0.289615	0.710385	0.037696
169	A11025_L18	CB_A11025	CB	2	ATL	2	0.063542	0.936458	0.024565
170	A11026_N18	CB_A11026	CB	2	ATL	2	0.064682	0.935318	0.021802
171	A11027_F16	CB_A11027	CB	2	MED	1	0.07309	0.92691	0.026651
172	A11030_H16	CB_A11030	CB	2	ATL	1	0.158857	0.841143	0.036276
173	A11031_2_P18	CB_A11031	CB	2	ATL	2	0.00001	0.99999	0.00308
174	A11031_J19	NO_A11031	NO	4	ATL	2	0.119389	0.880611	0.034495
175	A11032_B20	CB_A11032	CB	2	ATL	2	0.168544	0.831456	0.059292
176	A11034_J16	CB_A11034	CB	2	ATL	1	0.000255	0.999745	0.00863
177	A11036_D20	CB_A11036	CB	2	ATL	2	0.157267	0.842733	0.042223
178	A11037_L16	CB_A11037	CB	2	ATL	1	0.086442	0.913558	0.023278
179	A11040_N16	CB_A11040	CB	2	ATL	1	0.026896	0.973104	0.026834
180	A11041_P16	CB_A11041	CB	2	ATL	1	0.064429	0.935571	0.022773
181	A11042_B18	CB_A11042	CB	2	MED	1	0.126061	0.873939	0.029794
182	A11043_D18	CB_A11043	CB	2	ATL	1	0.026409	0.973591	0.03011
183	A11044_F20	CB_A11044	CB	2	ATL	2	0.068496	0.931504	0.03025
184	A11045_F18	CB_A11045	CB	2	ATL	1	0.065181	0.934819	0.028094
185	A11049_H18	CB_A11049	CB	2	ATL	1	0.281514	0.718486	0.045039
186	A11051_J18	CB_A11051	CB	2	MED	1	0.009705	0.990295	0.029452
187	A11053_L18	CB_A11053	CB	2	ATL	1	0.017664	0.982336	0.02042
188	A11057_H20	CB_A11057	CB	2	ATL	2	0.019044	0.980956	0.019021
189	A11060_N18	CB_A11060	CB	2	ATL	1	0.175876	0.824124	0.062529
190	A11061_P18	CB_A11061	CB	2	ATL	1	0.123553	0.876447	0.044198
191	A11062_B20	CB_A11062	CB	2	ATL	1	0.12146	0.87854	0.034262
192	A11063_J20	CB_A11063	CB	2	MED	2	0.050817	0.949183	0.029081
193	A11065_L20	CB_A11065	CB	2	ATL	2	0.049465	0.950535	0.039052
194	A11066_D20	CB_A11066	CB	2	ATL	1	0.075729	0.924271	0.024413
195	A11067_N20	CB_A11067	CB	2	ATL	2	0.035989	0.964011	0.046411
196	A11068_F20	CB_A11068	CB	2	ATL	1	0.162909	0.837091	0.034567
197	A11069_H20	CB_A11069	CB	2	ATL	1	0.136735	0.863265	0.023462
198	A11070_P20	CB_A11070	CB	2	ATL	2	0.076198	0.923802	0.023807
199	A11071_B22	CB_A11071	CB	2	ATL	2	0.028188	0.971812	0.022862
200	A11072_D22	CB_A11072	CB	2	ATL	2	0.252621	0.747379	0.045056
201	A11073_J20	CB_A11073	CB	2	ATL	1	0.15824	0.84176	0.036889
202	A11100_L20	CB_A11100	CB	2	ATL	1	0.036882	0.963118	0.027314
203	A11101_N20	CB_A11101	CB	2	MED	1	0.147853	0.852147	0.025529
204	A11102_P20	CB_A11102	CB	2	ATL	1	0.084014	0.915986	0.033228
205	A11103_F22	CB_A11103	CB	2	ATL	2	0.142858	0.857142	0.067846
206	A11105_H22	CB_A11105	CB	2	ATL	2	0.018982	0.981018	0.019789
207	A11107_B22	CB_A11107	CB	2	ATL	1	0.104363	0.895637	0.051424
208	A11109_D22	CB_A11109	CB	2	ATL	1	0.10353	0.89647	0.023489
209	A11110_F22	CB_A11110	CB	2	ATL	1	0.300227	0.699773	0.032524
210	A11112_J22	CB_A11112	CB	2	ATL	2	0.043223	0.956777	0.026194
211	A11114_H22	CB_A11114	CB	2	ATL	1	0.06478	0.93522	0.02547
212	A11115_L22	CB_A11115	CB	2	ATL	2	0.040339	0.959661	0.019378
213	A11116_J22	CB_A11116	CB	2	ATL	1	0.061299	0.938701	0.026422
214	A11117_L22	CB_A11117	CB	2	ATL	1	0.226559	0.773441	0.051933
215	A11119_N22	CB_A11119	CB	2	ATL	2	0.182234	0.817766	0.029678
216	A11120_N22	CB_A11120	CB	2	ATL	1	0.054552	0.945448	0.01924
217	A11122_P22	CB_A11122	CB	2	MED	2	0.000964	0.999036	0.010024
218	A11125_B24	CB_A11125	CB	2	ATL	2	0.119727	0.880273	0.019527
219	A11126_D24	CB_A11126	CB	2	ATL	2	0.189355	0.810645	0.034864
220	A11128_P22	CB_A11128	CB	2	ATL	1	0.039549	0.960451	0.025564
221	A11130_B24	CB_A11130	CB	2	ATL	1	0.018746	0.981254	0.02534
222	A11132_D24	CB_A11132	CB	2	ATL	1	0.08816	0.91184	0.037716
223	A11133_F7	AD_A11133	AD	6	ATL	2	0.083408	0.916592	0.036634
224	A11134_F24	CB_A11134	CB	2	ATL	2	0.073004	0.926996	0.042286
225	A11136_H24	CB_A11136	CB	2	ATL	2	0.204124	0.795876	0.035581
226	A11137_J24	CB_A11137	CB	2	ATL	2	0.115909	0.884091	0.05489
227	A11140_F24	CB_A11140	CB	2	ATL	1	0.167005	0.832995	0.020858
228	A11142_H7	AD_A11142	AD	6	MED	2	0.123113	0.876887	0.035242
229	A11143_L24	CB_A11143	CB	2	ATL	2	0.049301	0.950699	0.019971
230	A11144_N24	CB_A11144	CB	2	ATL	2	0.001631	0.998369	0.016579
231	A11146_O16	AD_A11146	AD	6	ATL	1	0.064826	0.935174	0.035944
232	A11147_H24	CB_A11147	CB	2	ATL	1	0.184031	0.815969	0.059058
233	A11147_L19	NO_A11147	NO	4	ATL	2	0.066464	0.933536	0.026992
234	A11148_K21	CH_A11148	CH	9	ATL	1	0.01081	0.98919	0.016813
235	A11149_M21	CH_A11149	CH	9	ATL	1	0.055054	0.944946	0.017756
236	A11151_J24	CB_A11151	CB	2	MED	1	0.221984	0.778016	0.03593
237	A11152_L24	CB_A11152	CB	2	ATL	1	0.05113	0.94887	0.033138
238	A11153_P24	CB_A11153	CB	2	ATL	2	0.050957	0.949043	0.023656
239	A11154_N24	CB_A11154	CB	2	ATL	1	0.029673	0.970327	0.023349
240	A11156_P24	CB_A11156	CB	2	ATL	1	0.10635	0.89365	0.03386
241	A11159_O21	CH_A11159	CH	9	ATL	1	0.018273	0.981727	0.018353
242	A11160_J7	AD_A11160	AD	6	ATL	2	0.121192	0.878808	0.045027
243	A11170_A18	AD_A11170	AD	6	ATL	1	0.176623	0.823377	0.026759
244	A11172_I8	CH_A11172	CH	9	ATL	2	0.136662	0.863338	0.036846
245	A11173_C18	AD_A11173	AD	6	MED	1	0.048599	0.951401	0.034745
246	A11174_A23	CH_A11174	CH	9	ATL	1	0.027028	0.972972	0.019634
247	A11176_L7	AD_A11176	AD	6	ATL	2	0.091948	0.908052	0.048719
248	A11177_N7	AD_A11177	AD	6	ATL	2	0.04648	0.95352	0.013121
249	A11180_H5	LT_A11180	LT	5	ATL	1	0.078165	0.921835	0.047148
250	A11181_J13	LT_A11181	LT	5	ATL	2	0.025154	0.974846	0.016508
251	A11182_J5	LT_A11182	LT	5	ATL	1	0.043194	0.956806	0.019923
252	A11185_L5	LT_A11185	LT	5	ATL	1	0.103211	0.896789	0.052142
253	A11188_N5	LT_A11188	LT	5	ATL	1	0.028337	0.971663	0.012951
254	A11189_L13	LT_A11189	LT	5	ATL	2	0.081161	0.918839	0.031176
255	A11192_P5	LT_A11192	LT	5	ATL	1	0.146553	0.853447	0.027619
256	A11193_B7	LT_A11193	LT	5	ATL	1	0.216842	0.783158	0.066336
257	A11197_D7	LT_A11197	LT	5	ATL	1	0.00001	0.99999	0.011251
258	A11198_F7	LT_A11198	LT	5	ATL	1	0.125881	0.874119	0.036029
259	A11199_H7	LT_A11199	LT	5	ATL	1	0.096982	0.903018	0.031759
260	A11200_J7	LT_A11200	LT	5	ATL	1	0.08175	0.91825	0.027247
261	A11202_L7	LT_A11202	LT	5	ATL	1	0.141596	0.858404	0.028671
262	A11203_N7	LT_A11203	LT	5	MED	1	0.00001	0.99999	0.014168
263	A11204_P7	LT_A11204	LT	5	ATL	1	0.076596	0.923404	0.030615
264	A11205_N13	LT_A11205	LT	5	ATL	2	0.09337	0.90663	0.017405
265	A11206_B9	LT_A11206	LT	5	MED	1	0.071688	0.928312	0.030514
266	A11207_D9	LT_A11207	LT	5	ATL	1	0.09634	0.90366	0.047716
267	A11209_F9	LT_A11209	LT	5	ATL	1	0.053481	0.946519	0.036011
268	A11214_H9	LT_A11214	LT	5	ATL	1	0.165394	0.834606	0.045604
269	A11215_J9	LT_A11215	LT	5	MED	1	0.061472	0.938528	0.025764
270	A11219_L9	LT_A11219	LT	5	ATL	1	0.169811	0.830189	0.025082
271	A11220_N9	LT_A11220	LT	5	ATL	1	0.076585	0.923415	0.030829
272	A11222_P9	LT_A11222	LT	5	ATL	1	0.141296	0.858704	0.057189
273	A11223_B11	LT_A11223	LT	5	ATL	1	0.069157	0.930843	0.035625
274	A11224_P13	LT_A11224	LT	5	ATL	2	0.00001	0.99999	0.013432
275	A11225_D11	LT_A11225	LT	5	ATL	1	0.023841	0.976159	0.024204
276	A11230_B15	LT_A11230	LT	5	ATL	2	0.102867	0.897133	0.031211
277	A11232_D15	LT_A11232	LT	5	ATL	2	0.131169	0.868831	0.016073
278	A11234_F11	LT_A11234	LT	5	ATL	1	0.178657	0.821343	0.037782
279	A11237_H11	LT_A11237	LT	5	ATL	1	0.080493	0.919507	0.027947
280	A11239_J11	LT_A11239	LT	5	MED	1	0.066945	0.933055	0.024556
281	A11240_L11	LT_A11240	LT	5	ATL	1	0.023991	0.976009	0.021421
282	A11241_N11	LT_A11241	LT	5	ATL	1	0.06091	0.93909	0.029938
283	A11243_P11	LT_A11243	LT	5	ATL	1	0.136699	0.863301	0.039632
284	A11244_B13	LT_A11244	LT	5	ATL	1	0.023148	0.976852	0.018289
285	A11247_F15	LT_A11247	LT	5	ATL	2	0.063638	0.936362	0.01688
286	A11248_H15	LT_A11248	LT	5	ATL	2	0.062755	0.937245	0.043039
287	A11249_D13	LT_A11249	LT	5	ATL	1	0.077742	0.922258	0.037262
288	A11250_F13	LT_A11250	LT	5	ATL	1	0.09727	0.90273	0.041409
289	A11251_J15	LT_A11251	LT	5	ATL	2	0.13488	0.86512	0.033054
290	A11252_H13	LT_A11252	LT	5	ATL	1	0.228565	0.771435	0.032021
291	A11254_L15	LT_A11254	LT	5	ATL	2	0.104907	0.895093	0.02376
292	A11257_J13	LT_A11257	LT	5	ATL	1	0.072545	0.927455	0.024225
293	A11318_N15	LT_A11318	LT	5	ATL	2	0.191839	0.808161	0.043673
294	A11319_L13	LT_A11319	LT	5	ATL	1	0.029194	0.970806	0.027477
295	A11320_N13	LT_A11320	LT	5	ATL	1	0.043244	0.956756	0.025579
296	A11321_P13	LT_A11321	LT	5	MED	1	0.219773	0.780227	0.040829
297	A11325_B15	LT_A11325	LT	5	ATL	1	0.17631	0.82369	0.028208
298	A11327_D15	LT_A11327	LT	5	ATL	1	0.110837	0.889163	0.02538
299	A11328_P15	LT_A11328	LT	5	ATL	2	0.197107	0.802893	0.040629
300	A11329_F15	LT_A11329	LT	5	ATL	1	0.162872	0.837128	0.028244
301	A11334_H15	LT_A11334	LT	5	ATL	1	0.061187	0.938813	0.033002
302	A11336_B17	LT_A11336	LT	5	ATL	2	0.067375	0.932625	0.022402
303	A11337_D17	LT_A11337	LT	5	ATL	2	0.1288	0.8712	0.060203
304	A11338_J15	LT_A11338	LT	5	ATL	1	0.042525	0.957475	0.020028
305	A11339_L15	LT_A11339	LT	5	ATL	1	0.100964	0.899036	0.037013
306	A11343_N15	LT_A11343	LT	5	ATL	1	0.16745	0.83255	0.035612
307	A11345_P15	LT_A11345	LT	5	ATL	1	0.073322	0.926678	0.02579
308	A11350_F17	LT_A11350	LT	5	ATL	2	0.076334	0.923666	0.041649
309	A11352_B17	LT_A11352	LT	5	MED	1	0.003139	0.996861	0.010449
310	A11354_H17	LT_A11354	LT	5	ATL	2	0.082023	0.917977	0.027309
311	A11357_J17	LT_A11357	LT	5	ATL	2	0.139152	0.860848	0.043235
312	A11359_L17	LT_A11359	LT	5	ATL	2	0.049641	0.950359	0.025505
313	A11360_D17	LT_A11360	LT	5	ATL	1	0.089873	0.910127	0.030741
314	A11361_F17	LT_A11361	LT	5	ATL	1	0.125081	0.874919	0.02986
315	A11365_H17	LT_A11365	LT	5	ATL	1	0.059076	0.940924	0.019942
316	A11368_J17	LT_A11368	LT	5	ATL	1	0.272597	0.727403	0.04231
317	A11374_K8	CH_A11374	CH	9	ATL	2	0.114038	0.885962	0.019127
318	A11375_L17	LT_A11375	LT	5	ATL	1	0.030672	0.969328	0.013173
319	A11376_N17	LT_A11376	LT	5	ATL	1	0.00001	0.99999	0.011463
320	A11377_N17	LT_A11377	LT	5	ATL	2	0.170147	0.829853	0.020787
321	A11382_E18	AD_A11382	AD	6	ATL	1	0.00001	0.99999	0.005935
322	A11383_P17	LT_A11383	LT	5	ATL	1	0.165506	0.834494	0.024993
323	A11384_G18	AD_A11384	AD	6	ATL	1	0.128871	0.871129	0.026786
324	A11385_P17	LT_A11385	LT	5	ATL	2	0.079902	0.920098	0.024788
325	A11387_B19	LT_A11387	LT	5	ATL	1	0.065132	0.934868	0.021598
326	A11388_D19	LT_A11388	LT	5	ATL	1	0.06401	0.93599	0.014493
327	A11389_I18	AD_A11389	AD	6	ATL	1	0.135785	0.864215	0.05329
328	A11391_F19	LT_A11391	LT	5	ATL	1	0.079776	0.920224	0.024576
329	A11394_H19	LT_A11394	LT	5	ATL	1	0.074034	0.925966	0.02162
